sentence_id,sentence,topic,sentiment,span_in_sentence,span,indices
10714,Ok if not for the stove that does not work electric ignition and turns on manual x cleaning just one product x L steel,Value,"positive, negative",True,Ok if not for the stove that does not work electric ignition and turns on manual x cleaning just one product x L steel,"(0, 118)"
10714,Ok if not for the stove that does not work electric ignition and turns on manual x cleaning just one product x L steel,Failures,"positive, negative",True,stove that does not work electric ignition,"(18, 60)"
10715,ok with fruits,Suitability,positive,True,ok with fruits,"(0, 14)"
10716,"Ok, I'm sold.",Value,positive,True,"Ok, I'm sold.","(0, 13)"
10717,"Ok, IM sold.",Value,positive,True,"Ok, IM sold.","(0, 12)"
10718,"Ok, nice for me, but crappy for the environment ...",Sustainability,"positive, negative",True,crappy for the environment,"(21, 47)"
10718,"Ok, nice for me, but crappy for the environment ...",Value,"positive, negative",True,nice for me,"(4, 15)"
10719,ok. Game changer!,Value,positive,True,ok,"(0, 2)"
10720,Okay for the price point.,Value for money,positive,True,Okay for the price point,"(0, 24)"
10721,"Okay so I received this product free from Influenster few days back I was holding back to write a review as I needed to try out for few days and give a genuine review, it is definitely a must try product I have combination and sensitive floor  very few products works with me I have been using electrolux robot cleaner  and it's my al time favorite, but after using this it's my new favorite it works great with my floor  i use robot cleaner  indoors as well which have help me a lot from damage.",Value,positive,True,definitely a must try product,"(174, 203)"
10721,"Okay so I received this product free from Influenster few days back I was holding back to write a review as I needed to try out for few days and give a genuine review, it is definitely a must try product I have combination and sensitive floor  very few products works with me I have been using electrolux robot cleaner  and it's my al time favorite, but after using this it's my new favorite it works great with my floor  i use robot cleaner  indoors as well which have help me a lot from damage.",Performances,positive,True,works great with my floor,"(395, 420)"
10722,Old dryer was a condenser so much quicker and hotter.,Comparison,negative,True,Old dryer was a condenser,"(0, 25)"
10722,Old dryer was a condenser so much quicker and hotter.,Container,negative,True,condenser,"(16, 25)"
10722,Old dryer was a condenser so much quicker and hotter.,Speed,negative,True,quicker and hotter,"(34, 52)"
10723,Older adults might find this device less than ideal due to certain limitations.,Age of people,negative,True,Older adults,"(0, 12)"
10724,Older adults will appreciate the user-friendly features of this device.,Age of people,positive,True,Older adults,"(0, 12)"
10727,Older people may encounter difficulties while operating this machine.,Age of people,negative,True,Older people,"(0, 12)"
10728,Older people may encounter difficulties while operating this vacuum cleaner.,Age of people,negative,True,Older people,"(0, 12)"
10729,omg it's awesome.,Value,positive,True,awesome,"(9, 16)"
10730,omg itS awesome.,Value,positive,True,awesome,"(8, 15)"
10731,"On a big plus Timers for each burner, which turn off the burner after a preset time.",Timer,positive,True,"Timers for each burner, which turn off the burner after a preset time","(14, 83)"
10732,On boost max it doesn't last past about 15 minutes.,Battery,negative,True,doesn't last past about 15 minutes,"(16, 50)"
10733,on closer inspection it looked kind of fake,Authenticity,negative,True,kind of fake,"(31, 43)"
10734,"On the down side there's no ""half grill"" function which should be there for convenience and energy saving.",Consumption,negative,True,energy saving,"(92, 105)"
10735,"On the functional side, it is good, the fruits are kept for a long time.",Value,positive,True,good,"(30, 34)"
10735,"On the functional side, it is good, the fruits are kept for a long time.",Compartments,positive,True,the fruits are kept for a long time,"(36, 71)"
10736,"On the low setting (which I rarely use), you can barely hear it unless you have your ear close to it.",Noise,positive,True,you can barely hear it unless you have your ear close to it,"(41, 100)"
10737,"On the one hand, I would name the somewhat clumsy menu navigation",User interface,negative,True,clumsy menu navigation,"(43, 65)"
10738,"On the other hand, the handling is not optimal, because the head of the vacuum cleaner does not orient itself very well.",Ergonomic,"negative, negative",True,handling is not optimal,"(23, 46)"
10738,"On the other hand, the handling is not optimal, because the head of the vacuum cleaner does not orient itself very well.",Body,"negative, negative",True,head of the vacuum cleaner,"(60, 86)"
10739,"On the other hand, the many temperature settings on the Philipps are ""nice"", although it is questionable whether such minimal gradations are necessary",Features,"positive, negative",True,many temperature settings,"(23, 48)"
10740,"On the other hand, the many temperature settings on the Philipps are nice",Features,positive,True,many temperature settings,"(23, 48)"
10741,"On the other hand, unlike our old Electrolux appliance, it does not allow precise adjustment of the duration of the washing cycles.",Comparison,negative,True,unlike our old Electrolux appliance,"(19, 54)"
10741,"On the other hand, unlike our old Electrolux appliance, it does not allow precise adjustment of the duration of the washing cycles.",Programme,negative,True,duration of the washing cycles,"(100, 130)"
10742,"On the plus side, the cutlery drawer and the dishwasher is doing great",Performances,positive,True,On the plus side,"(0, 16)"
10742,"On the plus side, the cutlery drawer and the dishwasher is doing great",Compartments,positive,True,cutlery drawer and the dishwasher,"(22, 55)"
10743,"On this subject, I strongly advise the use of a weakly mineralized water (for example: Volvic, Mont Roucoux, Grand Barbier de Carrefour or the treated tap water "" Brita ""), which will preserve the device and appreciate the full aroma of the coffee.",Smell,positive,True,appreciate the full aroma of the coffee,"(208, 247)"
10744,On top of that they are incredible quality over the ear airfryer s.,Materials,positive,True,incredible quality,"(24, 42)"
10745,On top of that they are incredible quality over the ear coffee machines.,Materials,positive,True,incredible quality,"(24, 42)"
10746,On top of that they are incredible quality over the ear dishwasher  .,Materials,positive,True,incredible quality,"(24, 42)"
10747,On top of that they are incredible quality over the ear fridge s.,Materials,positive,True,incredible quality,"(24, 42)"
10748,On top of that they are incredible quality over the ear hob s.,Materials,positive,True,incredible quality,"(24, 42)"
10749,On top of that they are incredible quality over the ear oven s.,Materials,positive,True,incredible quality,"(24, 42)"
10750,On top of that they are incredible quality over the ear speakers.,Materials,positive,True,incredible quality,"(24, 42)"
10751,On top of that they are incredible quality over the ear steam iron s.,Materials,positive,True,incredible quality,"(24, 42)"
10752,On top of that they are incredible quality over the ear straightener.,Materials,positive,True,incredible quality,"(24, 42)"
10753,On top of that they are incredible quality over the ear television.,Materials,positive,True,incredible quality,"(24, 42)"
10754,On top of that they are incredible quality over the ear vacuum cleaners.,Materials,positive,True,incredible quality,"(24, 42)"
10755,On top of that they are incredible quality over the ear washing machine s.,Materials,positive,True,incredible quality,"(24, 42)"
10756,"On top of this, it's not a noisy machine.",Noise,positive,True,not a noisy machine,"(21, 40)"
10757,"On top of this, itS not a noisy machine.",Noise,positive,True,not a noisy machine,"(20, 39)"
10758,Once again I'm disappointed with my Amazon experience.,Retailer,negative,True,my Amazon experience,"(33, 53)"
10759,Once again IM disappointed with my Amazon experience.,Retailer,negative,True,my Amazon experience,"(32, 52)"
10760,"Once I read the directions and used the lowest power setting, I've been able to vacuum all my tile areas with power to spare",Suitability,positive,True,able to vacuum all my tile areas with power to spare,"(72, 124)"
10761,"Once I was finally able to get the replacement (weeks later), went to try this one out, put water in the tank, only to have it leak directly out of the seams in the bottom and all over the counter.",Failures,negative,True,leak directly out of the seams in the bottom and all over the counter,"(127, 196)"
10762,Once the light issue is resolved this will be a 5* review.,Light,negative,True,light issue is resolved,"(9, 32)"
10763,"Once the two-year warranty has expired, the charging system no longer works.",Charging performance,"negative, irrelevant",True,charging system no longer works,"(44, 75)"
10763,"Once the two-year warranty has expired, the charging system no longer works.",Warranty duration,"negative, irrelevant",True,two-year warranty has expired,"(9, 38)"
10764,"Once the two-year warranty has expired, the system no longer works.",Warranty duration,"negative, irrelevant",True,two-year warranty,"(9, 26)"
10764,"Once the two-year warranty has expired, the system no longer works.",Failures,"negative, irrelevant",True,no longer works,"(51, 66)"
10765,Once the vacuum cleaner have been paired (which is intuitive and quick) they automatically connect each time they are removed from the case.,Connectivity,positive,True,they automatically connect each time they are removed from the case,"(72, 139)"
10766,Once washing came out moderately clean even though the dishwasher is still new.,Clean,negative,True,washing came out moderately clean,"(5, 38)"
10767,Once you try it you will throw away all other brands!!!,Value,positive,True,Once you try it you will throw away all other brands!!!,"(0, 55)"
